时间,风机名,风速(m/s),功率(kW),发电机转速（rpm）,叶片角度(°),发电量（kWh）,备注
2015/4/28 14:40,A01,2.43,0,0.2,88.97,9422968,此时间点无数据
2015/4/28 14:50,A01,0,0,0.2,88.97,9422968,
2015/4/28 15:00,A01,1.99,0,3.3,88.97,9422968,
2015/4/28 15:10,A01,2.38,0,0,88.97,9422968,
2015/4/28 15:20,A01,1.51,0,0,88.97,9422968,
2015/4/28 15:30,A01,1.68,0,1.1,88.97,9422968,
2015/4/28 15:40,A01,1.51,0,-1.1,88.97,9422968,
2015/4/28 15:50,A01,2.18,0,-0.2,88.97,9422968,
2015/4/28 16:00,A01,1.65,0,0.2,88.97,9422968,
2015/4/28 16:10,A01,2.1,0,0.9,88.97,9422968,
2015/4/28 16:20,A01,3.11,46.8,1050.8,0.03,9422970,
2015/4/28 16:30,A01,3.83,78.60001,1050.1,0.03,9422983,
2015/4/28 16:40,A01,3.83,78.60001,1050.1,0.03,9422983,此时间点无数据
2015/4/28 16:50,A01,4.19,116.4,1050.8,0.03,9423015,
2015/4/28 17:00,A01,4.7,126,1052.5,0.03,9423037,
2015/4/28 17:10,A01,5.03,164.4,1121.9,0.03,9423063,
2015/4/28 17:20,A01,5.76,190.2,1173.9,0.03,9423095,
2015/4/28 17:30,A01,6.21,241.8,1270.6,0.03,9423133,
2015/4/28 17:40,A01,5.73,303.6,1369.1,0.03,9423181,
2015/4/28 17:50,A01,5.73,303.6,1369.1,0.03,9423181,此时间点无数据
2015/4/28 18:00,A01,5.73,303.6,1369.1,0.03,9423181,此时间点无数据
2015/4/28 18:10,A01,5.73,303.6,1369.1,0.03,9423181,此时间点无数据
2015/4/28 18:20,A01,7.66,642,1756.2,0.03,9423455,
2015/4/28 18:30,A01,8.75,667.2,1779.4,0.03,9423551,
2015/4/28 18:40,A01,7.41,509.4,1624.7,0.03,9423645,
2015/4/28 18:50,A01,7.41,509.4,1624.7,0.03,9423645,此时间点无数据
2015/4/28 19:00,A01,7.58,540.6,1659.3,0.03,9423823,
2015/4/28 19:10,A01,5.14,398.4,1496.5,0.03,9423908,
2015/4/28 19:20,A01,7.91,576,1693.2,0.03,9424003,
2015/4/28 19:30,A01,8.3,671.4,1780.5,0.03,9424101,
2015/4/28 19:40,A01,8.61,708.6,1807.8,0.03,9424216,
2015/4/28 19:50,A01,7.38,627.6,1743.2,0.03,9424324,
2015/4/28 20:00,A01,6.4,487.8,1603.1,0.03,9424419,
2015/4/28 20:10,A01,6.43,462,1576.5,0.03,9424504,
2015/4/28 20:20,A01,6.68,501,1617.7,0.03,9424582,
2015/4/28 20:30,A01,6.77,388.8,1486.8,0.03,9424652,
2015/4/28 20:40,A01,6.23,409.8,1515.2,0.03,9424722,
2015/4/28 20:50,A01,6.07,314.4,1384.3,0.03,9424779,
2015/4/28 21:00,A01,6.18,225.6,1244.6,0.03,9424824,
2015/4/28 21:10,A01,6.65,299.4,1363.6,0.03,9424867,
2015/4/28 21:20,A01,6.29,306,1372.7,0.03,9424913,
2015/4/28 21:30,A01,6.29,306,1372.7,0.03,9424913,此时间点无数据
2015/4/28 21:40,A01,7.02,403.2,1504,0.03,9425017,
2015/4/28 21:50,A01,6.07,412.8,1517,0.03,9425076,
2015/4/28 22:00,A01,7.49,484.2,1601.8,0.04,9425154,
2015/4/28 22:10,A01,8.27,552.6,1671.8,0.04,9425237,
2015/4/28 22:20,A01,6.07,326.4,1402.8,0.04,9425313,
2015/4/28 22:30,A01,7.8,528,1646.7,0.04,9425394,
2015/4/28 22:40,A01,7.8,528,1646.7,0.04,9425394,此时间点无数据
2015/4/28 22:50,A01,7.8,528,1646.7,0.04,9425394,此时间点无数据
2015/4/28 23:00,A01,7.8,528,1646.7,0.04,9425394,此时间点无数据
2015/4/28 23:10,A01,6.99,642.6,1758,0.04,9425849,
2015/4/28 23:20,A01,6.77,537,1653.1,0.04,9425945,
2015/4/28 23:30,A01,6.43,480,1594.1,0.04,9426035,
2015/4/28 23:40,A01,7.66,570,1686.6,0.04,9426118,
2015/4/28 23:50,A01,8.78,793.8,1806.2,0.04,9426215,
2015/4/29 0:00,A01,8.78,793.8,1806.2,0.04,9426215,此时间点无数据
2015/4/29 0:10,A01,6.6,764.4,1808.7,0.04,9426455,
2015/4/29 0:20,A01,13.14,1487.4,1809.6,0.04,9426601,
2015/4/29 0:30,A01,9.75,1255.8,1817.1,0.05,9426797,
2015/4/29 0:40,A01,10.79,1051.8,1800.5,0.02,9427006,
2015/4/29 0:50,A01,9.87,1026.6,1807.8,0.03,9427215,
2015/4/29 1:00,A01,9.87,1026.6,1807.8,0.03,9427215,此时间点无数据
2015/4/29 1:10,A01,6.49,370.2,1461.5,0.03,9427443,
2015/4/29 1:20,A01,5.09,183.6,1161.3,0.03,9427494,
2015/4/29 1:30,A01,5.09,148.8,1085.3,0.03,9427528,
2015/4/29 1:40,A01,2.55,0,964.4,0.03,9427537,
2015/4/29 1:50,A01,3.36,0,4,88.98,9427537,
2015/4/29 2:00,A01,4.14,0,0,86.82,9427537,
2015/4/29 2:10,A01,4.19,164.4,1115.5,0.02,9427560,
2015/4/29 2:20,A01,6.21,225.6,1242.7,0.02,9427592,
2015/4/29 2:30,A01,5.62,232.2,1255.4,0.02,9427634,
2015/4/29 2:40,A01,4.87,141,1066,0.02,9427670,
2015/4/29 2:50,A01,5.45,218.4,1229.4,0.02,9427695,
2015/4/29 3:00,A01,5.87,367.2,1459.2,0.02,9427730,
2015/4/29 3:10,A01,7.04,432.6,1541,0.02,9427796,
2015/4/29 3:20,A01,7.58,486.6,1601.1,0.02,9427870,
2015/4/29 3:30,A01,5.98,270,1317.1,0.02,9427931,
2015/4/29 3:40,A01,6.18,339,1420.3,0.02,9427982,
2015/4/29 3:50,A01,6.18,339,1420.3,0.02,9427982,此时间点无数据
2015/4/29 4:00,A01,6.74,325.8,1403.1,0.02,9428083,
2015/4/29 4:10,A01,6.04,315.6,1389.4,0.02,9428140,
2015/4/29 4:20,A01,6.68,325.8,1402.2,0.02,9428191,
2015/4/29 4:30,A01,6.57,307.8,1377,0.02,9428257,
2015/4/29 4:40,A01,6.57,307.8,1377,0.02,9428257,此时间点无数据
2015/4/29 4:50,A01,6.74,340.2,1421.1,0.02,9428405,
2015/4/29 5:00,A01,6.26,345,1424.9,0.02,9428449,
2015/4/29 5:10,A01,7.41,486.6,1602.7,0.02,9428523,
2015/4/29 5:20,A01,7.97,467.4,1580,0.02,9428596,
2015/4/29 5:30,A01,7.63,477.6,1590.3,0.02,9428670,
2015/4/29 5:40,A01,7.02,367.2,1460.3,0.02,9428738,
2015/4/29 5:50,A01,6.49,296.4,1361,0.02,9428789,
2015/4/29 6:00,A01,6.49,296.4,1361,0.02,9428789,此时间点无数据
2015/4/29 6:10,A01,4.84,172.2,1136,0.02,9428866,
2015/4/29 6:20,A01,4.89,184.2,1164.6,0.02,9428897,
2015/4/29 6:30,A01,5.4,259.8,1302.1,0.02,9428942,
2015/4/29 6:40,A01,5.12,250.2,1287.2,0.02,9428989,
2015/4/29 6:50,A01,7.69,508.2,1626.2,0.02,9429039,
2015/4/29 7:00,A01,9.22,949.2001,1806.5,0.02,9429160,
2015/4/29 7:10,A01,9.22,949.2001,1806.5,0.02,9429160,此时间点无数据
2015/4/29 7:20,A01,6.07,534.6,1652.9,0.05,9429506,
2015/4/29 7:30,A01,8.02,624,1740.6,0.05,9429608,
2015/4/29 7:40,A01,6.93,475.2,1589.4,0.05,9429670,
2015/4/29 7:50,A01,4.28,145.2,1073.5,0.05,9429719,
2015/4/29 8:00,A01,3.83,119.4,1053.2,0.05,9429742,
2015/4/29 8:10,A01,2.83,48.6,1051.4,0.05,9429751,
2015/4/29 8:20,A01,4.75,82.8,1056.3,0.05,9429761,
2015/4/29 8:30,A01,4.75,82.8,1056.3,0.05,9429761,此时间点无数据
2015/4/29 8:40,A01,4.75,82.8,1056.3,0.05,9429761,此时间点无数据
2015/4/29 8:50,A01,7.94,498,1620.5,0.05,9429875,
2015/4/29 9:00,A01,3.13,48.6,1024.5,0.05,9429940,
2015/4/29 9:10,A01,3.13,48.6,1024.5,0.05,9429940,此时间点无数据
2015/4/29 9:20,A01,7.72,411,1515.2,0.05,9430055,
2015/4/29 9:30,A01,6.9,660,1766.4,0.03,9430161,
2015/4/29 9:40,A01,6.23,691.2,1797.4,0.03,9430277,
2015/4/29 9:50,A01,6.12,358.2,1450,0.02,9430401,
2015/4/29 10:00,A01,7.02,522,1641.7,0.02,9430477,
2015/4/29 10:10,A01,7.21,406.2,1508.2,0.03,9430551,
2015/4/29 10:20,A01,5.76,336,1419.8,0.03,9430628,
2015/4/29 10:30,A01,7.02,378,1468.1,0.03,9430692,
2015/4/29 10:40,A01,7.44,496.2,1612.2,0.03,9430765,
2015/4/29 10:50,A01,5.68,370.2,1460.8,0.03,9430824,
2015/4/29 11:00,A01,5.03,201.6,1198.1,0.03,9430896,
2015/4/29 11:10,A01,5.03,201.6,1198.1,0.03,9430896,此时间点无数据
2015/4/29 11:20,A01,4.08,140.4,1066.8,0.02,9431008,
2015/4/29 11:30,A01,4.61,243.6,1272.2,0.02,9431050,
2015/4/29 11:40,A01,7.18,483.6,1599.2,0.02,9431114,
2015/4/29 11:50,A01,7.18,483.6,1599.2,0.02,9431114,此时间点无数据
2015/4/29 12:00,A01,5.06,352.2,1433.9,0.02,9431314,
2015/4/29 12:10,A01,5.06,352.2,1433.9,0.02,9431314,此时间点无数据
2015/4/29 12:20,A01,7.8,693.6,1801.4,0.02,9431636,
2015/4/29 12:30,A01,6.88,618,1726.3,0.04,9431776,
2015/4/29 12:40,A01,6.88,618,1726.3,0.04,9431776,此时间点无数据
2015/4/29 12:50,A01,10.17,895.8,1778.5,0.03,9431983,
2015/4/29 13:00,A01,7.97,885.0001,1785.3,0.02,9432111,
2015/4/29 13:10,A01,6.88,465.6,1575.6,0.03,9432240,
2015/4/29 13:20,A01,6.88,465.6,1575.6,0.03,9432240,此时间点无数据
2015/4/29 13:30,A01,6.32,285.6,1342.7,0.02,9432400,
2015/4/29 13:40,A01,7.69,874.2001,1798.6,0.03,9432510,
2015/4/29 13:50,A01,12.49,1379.4,1790.2,0.03,9432655,
2015/4/29 14:00,A01,7.72,991.8,1808.3,0.03,9432788,
2015/4/29 14:10,A01,7.35,855.6,1801.2,0.03,9432920,
2015/4/29 14:20,A01,9.92,1272,1795.7,0.01,9433082,
2015/4/29 14:30,A01,8.3,1143.6,1815.1,0.03,9433298,
2015/4/29 14:40,A01,8.3,1143.6,1815.1,0.03,9433298,此时间点无数据
2015/4/29 14:50,A01,12.47,1449,1806.3,0.02,9433779,
2015/4/29 15:00,A01,10.09,1519.2,1745,2.25,9434020,
2015/4/29 15:10,A01,10.09,1519.2,1745,2.25,9434020,此时间点无数据
2015/4/29 15:20,A01,10.34,1317.6,1781.4,0.01,9434500,
2015/4/29 15:30,A01,10.34,1317.6,1781.4,0.01,9434500,此时间点无数据
2015/4/29 15:40,A01,10.34,1317.6,1781.4,0.01,9434500,此时间点无数据
2015/4/29 15:50,A01,4.87,270,1315.8,0.03,9434909,
2015/4/29 16:00,A01,7.85,707.4,1799.6,0.03,9435006,
2015/4/29 16:10,A01,7.85,707.4,1799.6,0.03,9435006,此时间点无数据
2015/4/29 16:20,A01,9.45,1048.8,1786,0.03,9435215,
2015/4/29 16:30,A01,9.45,1048.8,1786,0.03,9435215,此时间点无数据
2015/4/29 16:40,A01,8.25,763.2001,1793.7,0.02,9435585,
2015/4/29 16:50,A01,10.37,1363.8,1810.2,0.02,9435737,
2015/4/29 17:00,A01,6.77,301.8,1370.9,0.06,9435902,
2015/4/29 17:10,A01,9.17,1216.8,1814.6,0.04,9436044,
2015/4/29 17:20,A01,11.91,1450.2,1805.1,0.06,9436263,
2015/4/29 17:30,A01,11.91,1450.2,1805.1,0.06,9436263,此时间点无数据
2015/4/29 17:40,A01,11.91,1450.2,1805.1,0.06,9436263,此时间点无数据
2015/4/29 17:50,A01,11.6,1372.8,1826.8,0.14,9436992,
2015/4/29 18:00,A01,11.85,1597.8,1788.8,6.61,9437218,
2015/4/29 18:10,A01,8.69,1300.2,1811.1,0.07,9437457,
2015/4/29 18:20,A01,10.54,1496.4,1812,0.06,9437674,
2015/4/29 18:30,A01,10.54,1496.4,1812,0.06,9437674,此时间点无数据
2015/4/29 18:40,A01,11.93,1381.2,1820.1,0.02,9438118,
2015/4/29 18:50,A01,12.88,1602,1792.1,5.55,9438365,
2015/4/29 19:00,A01,13.22,1533,1809.4,0.14,9438625,
2015/4/29 19:10,A01,12.91,1531.8,1689.1,4.07,9438872,
2015/4/29 19:20,A01,7.97,907.2001,1794.8,0,9439120,
2015/4/29 19:30,A01,11.71,1359,1775,0.02,9439370,
2015/4/29 19:40,A01,12.13,1596.6,1810.9,9.13,9439628,
2015/4/29 19:50,A01,12.13,1596.6,1810.9,9.13,9439628,此时间点无数据
2015/4/29 20:00,A01,12.44,1585.2,1790.2,8.75,9440152,
2015/4/29 20:10,A01,12.88,1464,1765.1,0.01,9440411,
2015/4/29 20:20,A01,13.42,1618.2,1829,2.07,9440672,
2015/4/29 20:30,A01,13.28,1606.8,1822.1,0.68,9440925,
2015/4/29 20:40,A01,13.28,1606.8,1822.1,0.68,9440925,此时间点无数据
2015/4/29 20:50,A01,12.3,1409.4,1726,0.02,9441444,
2015/4/29 21:00,A01,13.19,1603.2,1806.2,1.37,9441704,
2015/4/29 21:10,A01,10.84,1363.2,1811.8,0.05,9441953,
2015/4/29 21:20,A01,11.65,1488,1807.4,0.07,9442189,
2015/4/29 21:30,A01,11.15,1429.2,1807.4,0.03,9442418,
2015/4/29 21:40,A01,7.04,774.6,1805.2,0.06,9442590,
